invoice_no,customer_id,invoice_date,product_code,quantity,unit_price,is_cancelled,known_profile
INV001773,CU0242,2025-01-05,P054,1,206.15,False,Sampiyon
INV001773,CU0242,2025-01-05,P012,4,138.83,False,Sampiyon
INV000727,CU0100,2025-01-05,P165,1,132.46,False,Uykuda
INV000726,CU0100,2025-01-05,P046,2,7.02,False,Uykuda
INV001477,CU0203,2025-01-05,P060,4,5.0,False,Sadik
INV000726,CU0100,2025-01-05,P150,5,14.1,False,Uykuda
INV000656,CU0090,2025-01-05,P029,3,136.8,False,Sadik
INV000656,CU0090,2025-01-05,P149,3,30.65,False,Sadik
INV000219,CU0033,2025-01-05,P062,1,241.76,False,Riskli
INV003725,CU0495,2025-01-05,P090,2,171.4,False,Riskli
INV003703,CU0491,2025-01-05,P035,2,73.26,False,Uykuda
INV003703,CU0491,2025-01-05,P126,4,5.0,False,Uykuda
INV004208,CU0557,2025-01-05,P118,3,67.6,False,Uykuda
INV002237,CU0293,2025-01-05,P108,3,100.58,False,Sampiyon
INV000726,CU0100,2025-01-05,P157,1,63.72,False,Uykuda
INV002237,CU0293,2025-01-05,P158,1,79.87,False,Sampiyon
INV000001,CU0001,2025-01-05,P033,4,6.92,False,Riskli
INV002690,CU0350,2025-01-05,P065,2,65.34,False,Uykuda
INV002573,CU0329,2025-01-05,P151,2,107.29,False,Sampiyon
INV002573,CU0329,2025-01-05,P016,3,19.82,False,Sampiyon
INV000018,CU0003,2025-01-05,P012,4,18.93,False,Sampiyon
INV003352,CU0444,2025-01-05,P083,2,5.0,False,Riskli
INV002823,CU0367,2025-01-05,P173,1,238.16,False,Uykuda
INV003352,CU0444,2025-01-05,P074,5,45.34,False,Riskli
INV002690,CU0350,2025-01-05,P106,1,5.0,False,Uykuda
INV002573,CU0329,2025-01-05,P067,2,58.91,False,Sampiyon
INV000001,CU0001,2025-01-05,P073,4,6.15,False,Riskli
INV002442,CU0317,2025-01-05,P152,5,5.0,False,Sampiyon
INV002442,CU0317,2025-01-05,P060,5,117.11,False,Sampiyon
INV000018,CU0003,2025-01-05,P084,1,610.64,False,Sampiyon
INV002690,CU0350,2025-01-05,P049,3,5.0,False,Uykuda
INV003468,CU0458,2025-01-05,P001,1,220.64,False,Potansiyel
INV003560,CU0470,2025-01-05,P146,1,83.76,False,Sadik
INV003560,CU0470,2025-01-05,P034,4,5.0,False,Sadik
INV003560,CU0470,2025-01-05,P001,1,72.08,False,Sadik
INV000001,CU0001,2025-01-05,P140,5,73.12,False,Riskli
INV002252,CU0295,2025-01-05,P060,4,86.49,False,Potansiyel
INV003560,CU0470,2025-01-05,P099,3,94.07,False,Sadik
INV002573,CU0329,2025-01-05,P029,1,158.83,False,Sampiyon
INV003063,CU0404,2025-01-06,P125,1,469.34,False,Sadik
INV003343,CU0443,2025-01-06,P022,5,73.23,False,Riskli
INV001205,CU0165,2025-01-06,P153,5,22.85,False,Uykuda
INV001295,CU0178,2025-01-06,P115,1,305.38,False,Sadik
INV002824,CU0367,2025-01-06,P118,3,8.17,False,Uykuda
INV001295,CU0178,2025-01-06,P065,3,20.22,False,Sadik
INV001295,CU0178,2025-01-06,P179,5,18.04,False,Sadik
INV002824,CU0367,2025-01-06,P014,1,46.16,False,Uykuda
INV003895,CU0516,2025-01-06,P108,3,49.29,False,Riskli
INV003788,CU0503,2025-01-06,P087,4,21.14,False,Uykuda
INV003788,CU0503,2025-01-06,P099,3,10.47,False,Uykuda
INV003788,CU0503,2025-01-06,P103,2,37.72,False,Uykuda
INV003895,CU0516,2025-01-06,P010,5,30.77,False,Riskli
INV003895,CU0516,2025-01-06,P082,5,17.19,False,Riskli
INV003895,CU0516,2025-01-06,P060,4,7.03,False,Riskli
INV002824,CU0367,2025-01-06,P088,5,5.0,False,Uykuda
INV003296,CU0436,2025-01-06,P110,1,29.49,False,Riskli
INV002824,CU0367,2025-01-06,P096,4,5.0,False,Uykuda
INV004245,CU0562,2025-01-06,P144,3,19.07,False,Uykuda
INV000506,CU0070,2025-01-06,P178,5,54.1,False,Sadik
INV004245,CU0562,2025-01-06,P096,5,5.0,False,Uykuda
INV004498,CU0597,2025-01-06,P020,3,6.43,False,Sadik
INV004498,CU0597,2025-01-06,P151,2,21.28,False,Sadik
INV003296,CU0436,2025-01-06,P123,3,100.81,False,Riskli
INV004245,CU0562,2025-01-06,P072,1,14.14,False,Uykuda
INV003185,CU0421,2025-01-06,P169,1,23.36,False,Potansiyel
INV003185,CU0421,2025-01-06,P049,4,6.75,False,Potansiyel
INV000506,CU0070,2025-01-06,P136,3,60.13,False,Sadik
INV003185,CU0421,2025-01-06,P171,1,19.04,False,Potansiyel
INV004273,CU0566,2025-01-06,P047,2,5.99,False,Uykuda
INV004273,CU0566,2025-01-06,P037,4,15.9,False,Uykuda
INV004273,CU0566,2025-01-06,P027,1,88.01,False,Uykuda
INV004273,CU0566,2025-01-06,P006,2,6.0,False,Uykuda
INV002203,CU0287,2025-01-06,P077,3,37.02,False,Potansiyel
INV002203,CU0287,2025-01-06,P177,1,29.86,False,Potansiyel
INV002203,CU0287,2025-01-06,P018,4,11.85,False,Potansiyel
INV002203,CU0287,2025-01-06,P151,2,12.5,False,Potansiyel
INV004498,CU0597,2025-01-06,P048,5,51.52,False,Sadik
INV003185,CU0421,2025-01-06,P022,5,25.01,False,Potansiyel
INV002238,CU0293,2025-01-07,P022,3,44.89,False,Sampiyon
INV000681,CU0094,2025-01-07,P043,5,14.13,False,Sadik
INV003896,CU0516,2025-01-07,P011,5,40.8,False,Riskli
INV003896,CU0516,2025-01-07,P159,4,40.94,False,Riskli
INV003896,CU0516,2025-01-07,P161,5,5.0,False,Riskli
INV002826,CU0368,2025-01-07,P109,1,101.56,False,Uykuda
INV003286,CU0435,2025-01-07,P053,3,18.84,False,Sadik
INV002826,CU0368,2025-01-07,P103,1,37.6,False,Uykuda
INV002835,CU0370,2025-01-07,P003,3,26.87,False,Sadik
INV000681,CU0094,2025-01-07,P154,3,25.84,False,Sadik
INV000698,CU0096,2025-01-07,P062,3,83.24,False,Sadik
INV000698,CU0096,2025-01-07,P082,2,41.06,False,Sadik
INV000681,CU0094,2025-01-07,P176,5,22.15,False,Sadik
INV000772,CU0105,2025-01-07,P115,1,209.77,False,Riskli
INV000772,CU0105,2025-01-07,P043,2,34.11,False,Riskli
INV003161,CU0419,2025-01-07,P093,3,35.38,False,Sadik
INV000772,CU0105,2025-01-07,P175,1,12.63,False,Riskli
INV003161,CU0419,2025-01-07,P097,2,117.73,False,Sadik
INV003161,CU0419,2025-01-07,P080,5,5.86,False,Sadik
INV004365,CU0578,2025-01-07,P165,3,22.5,False,Sampiyon
INV000681,CU0094,2025-01-07,P041,4,42.89,False,Sadik
INV004365,CU0578,2025-01-07,P027,5,47.62,False,Sampiyon
INV000152,CU0019,2025-01-07,P159,3,111.32,False,Potansiyel
INV003286,CU0435,2025-01-07,P156,5,87.44,False,Sadik
INV002906,CU0378,2025-01-07,P177,2,58.6,False,Potansiyel
INV000995,CU0139,2025-01-07,P052,3,151.5,False,Riskli
INV002906,CU0378,2025-01-07,P171,2,41.29,False,Potansiyel
INV002906,CU0378,2025-01-07,P073,1,92.07,False,Potansiyel
INV002906,CU0378,2025-01-07,P141,3,12.53,False,Potansiyel
INV002835,CU0370,2025-01-07,P018,5,8.85,False,Sadik
INV002835,CU0370,2025-01-07,P090,3,34.3,False,Sadik
CINV000681,CU0094,2025-01-07,P176,-5,22.15,True,Sadik
INV002835,CU0370,2025-01-07,P096,1,160.27,False,Sadik
INV004365,CU0578,2025-01-07,P150,4,39.54,False,Sampiyon
INV000772,CU0105,2025-01-07,P130,3,29.72,False,Riskli
INV002238,CU0293,2025-01-07,P110,2,190.92,False,Sampiyon
INV003509,CU0465,2025-01-07,P159,1,248.7,False,Sampiyon
INV003509,CU0465,2025-01-07,P158,1,349.52,False,Sampiyon
INV002432,CU0316,2025-01-07,P032,5,41.1,False,Riskli
INV001835,CU0249,2025-01-07,P072,1,40.62,False,Riskli
INV001835,CU0249,2025-01-07,P027,4,18.86,False,Riskli
INV002432,CU0316,2025-01-07,P033,4,14.99,False,Riskli
INV000084,CU0008,2025-01-07,P143,1,131.91,False,Riskli
INV001835,CU0249,2025-01-07,P032,1,20.01,False,Riskli
INV001835,CU0249,2025-01-07,P005,4,27.17,False,Riskli
INV000084,CU0008,2025-01-07,P074,2,172.16,False,Riskli
INV002393,CU0310,2025-01-08,P156,1,12.44,False,Riskli
INV003089,CU0409,2025-01-08,P171,1,20.08,False,Uykuda
CINV002717,CU0354,2025-01-08,P121,-2,89.1,True,Riskli
INV002557,CU0327,2025-01-08,P038,1,117.87,False,Sadik
INV003666,CU0484,2025-01-08,P035,5,25.87,False,Sampiyon
INV002557,CU0327,2025-01-08,P067,5,72.2,False,Sadik
INV003666,CU0484,2025-01-08,P124,2,297.15,False,Sampiyon
INV002557,CU0327,2025-01-08,P168,2,19.76,False,Sadik
INV004209,CU0557,2025-01-08,P134,1,191.6,False,Uykuda
INV002473,CU0320,2025-01-08,P006,3,101.82,False,Riskli
INV002519,CU0324,2025-01-08,P069,4,40.97,False,Sampiyon
INV003089,CU0409,2025-01-08,P029,3,20.01,False,Uykuda
INV001931,CU0260,2025-01-08,P137,5,42.73,False,Sampiyon
INV001931,CU0260,2025-01-08,P110,5,72.69,False,Sampiyon
INV002473,CU0320,2025-01-08,P007,1,46.91,False,Riskli
INV002473,CU0320,2025-01-08,P080,4,7.88,False,Riskli
INV003126,CU0415,2025-01-08,P050,1,691.05,False,Sampiyon
INV003768,CU0500,2025-01-08,P093,2,71.16,False,Sadik
INV000861,CU0122,2025-01-08,P013,4,60.78,False,Riskli
INV002510,CU0323,2025-01-08,P030,4,114.4,False,Riskli
INV002519,CU0324,2025-01-08,P097,3,58.42,False,Sampiyon
INV004209,CU0557,2025-01-08,P077,2,5.0,False,Uykuda
INV002519,CU0324,2025-01-08,P103,2,77.39,False,Sampiyon
INV002519,CU0324,2025-01-08,P148,2,41.3,False,Sampiyon
INV004510,CU0598,2025-01-08,P086,5,98.16,False,Sadik
INV002907,CU0378,2025-01-08,P130,2,144.59,False,Potansiyel
INV003768,CU0500,2025-01-08,P172,3,18.6,False,Sadik
INV002473,CU0320,2025-01-08,P068,1,42.36,False,Riskli
INV002393,CU0310,2025-01-08,P172,2,136.1,False,Riskli
INV002699,CU0352,2025-01-08,P153,3,46.9,False,Sadik
INV002145,CU0281,2025-01-08,P058,3,196.46,False,Sampiyon
INV002145,CU0281,2025-01-08,P139,1,28.16,False,Sampiyon
CINV001643,CU0223,2025-01-08,P129,-3,200.42,True,Sampiyon
INV000348,CU0047,2025-01-08,P172,1,65.22,False,Uykuda
INV000348,CU0047,2025-01-08,P105,5,21.86,False,Uykuda
INV000348,CU0047,2025-01-08,P140,1,5.0,False,Uykuda
INV002699,CU0352,2025-01-08,P033,4,40.7,False,Sadik
INV002699,CU0352,2025-01-08,P036,2,71.61,False,Sadik
INV002717,CU0354,2025-01-08,P152,5,14.63,False,Riskli
INV002717,CU0354,2025-01-08,P026,1,21.78,False,Riskli
INV003905,CU0517,2025-01-08,P122,3,30.09,False,Sadik
INV003905,CU0517,2025-01-08,P138,3,5.0,False,Sadik
INV003905,CU0517,2025-01-08,P158,3,46.58,False,Sadik
INV002717,CU0354,2025-01-08,P121,2,89.1,False,Riskli
INV000479,CU0065,2025-01-08,P077,4,18.95,False,Riskli
INV003905,CU0517,2025-01-08,P165,4,20.7,False,Sadik
INV003768,CU0500,2025-01-08,P061,3,14.41,False,Sadik
INV003768,CU0500,2025-01-08,P100,4,35.38,False,Sadik
INV004246,CU0563,2025-01-08,P082,2,234.9,False,Sampiyon
INV001643,CU0223,2025-01-08,P071,4,34.11,False,Sampiyon
INV001643,CU0223,2025-01-08,P129,3,200.42,False,Sampiyon
INV004246,CU0563,2025-01-08,P116,3,51.72,False,Sampiyon
INV002393,CU0310,2025-01-08,P026,3,50.02,False,Riskli
INV000479,CU0065,2025-01-08,P110,5,16.73,False,Riskli
INV000479,CU0065,2025-01-08,P084,4,15.18,False,Riskli
INV003542,CU0469,2025-01-09,P100,5,27.74,False,Sampiyon
INV001985,CU0265,2025-01-09,P176,1,694.34,False,Sampiyon
INV003147,CU0416,2025-01-09,P118,5,5.0,False,Riskli
INV003542,CU0469,2025-01-09,P024,2,203.11,False,Sampiyon
INV003224,CU0427,2025-01-09,P007,2,52.6,False,Sadik
INV003224,CU0427,2025-01-09,P022,5,5.0,False,Sadik
INV003542,CU0469,2025-01-09,P125,2,139.62,False,Sampiyon
INV003224,CU0427,2025-01-09,P172,4,29.71,False,Sadik
INV003726,CU0495,2025-01-09,P020,5,63.72,False,Riskli
INV003726,CU0495,2025-01-09,P033,3,20.44,False,Riskli
INV002458,CU0318,2025-01-09,P088,5,17.24,False,Uykuda
INV003726,CU0495,2025-01-09,P176,4,5.96,False,Riskli
INV002458,CU0318,2025-01-09,P079,3,15.21,False,Uykuda
INV002113,CU0278,2025-01-09,P014,5,26.83,False,Uykuda
INV000642,CU0088,2025-01-09,P007,5,20.7,False,Riskli
INV002113,CU0278,2025-01-09,P125,3,7.57,False,Uykuda
INV000517,CU0071,2025-01-09,P064,5,39.86,False,Riskli
INV000517,CU0071,2025-01-09,P124,3,14.27,False,Riskli
INV002113,CU0278,2025-01-09,P083,2,5.0,False,Uykuda
INV000569,CU0079,2025-01-09,P110,5,49.53,False,Riskli
INV000569,CU0079,2025-01-09,P008,1,78.51,False,Riskli
INV002113,CU0278,2025-01-09,P039,1,5.0,False,Uykuda
INV000280,CU0040,2025-01-09,P008,4,58.38,False,Sampiyon
INV000591,CU0082,2025-01-09,P161,1,46.01,False,Uykuda
INV000591,CU0082,2025-01-09,P028,5,5.0,False,Uykuda
INV000591,CU0082,2025-01-09,P163,5,5.0,False,Uykuda
INV000280,CU0040,2025-01-09,P176,5,106.3,False,Sampiyon
INV003147,CU0416,2025-01-09,P018,2,208.52,False,Riskli
INV003224,CU0427,2025-01-09,P080,1,145.03,False,Sadik
INV000642,CU0088,2025-01-09,P055,3,114.67,False,Riskli
INV002458,CU0318,2025-01-09,P145,1,101.47,False,Uykuda
INV000569,CU0079,2025-01-09,P076,5,5.0,False,Riskli
INV003726,CU0495,2025-01-09,P019,5,5.0,False,Riskli
INV000846,CU0120,2025-01-09,P109,1,32.82,False,Sadik
INV000121,CU0015,2025-01-09,P044,3,90.58,False,Sadik
INV000139,CU0017,2025-01-09,P177,1,33.79,False,Riskli
INV002930,CU0383,2025-01-09,P009,3,5.0,False,Uykuda
INV002930,CU0383,2025-01-09,P093,3,16.99,False,Uykuda
INV002930,CU0383,2025-01-09,P108,1,52.8,False,Uykuda
INV002606,CU0332,2025-01-09,P128,5,27.63,False,Uykuda
INV001418,CU0196,2025-01-09,P095,1,102.26,False,Riskli
INV001418,CU0196,2025-01-09,P168,1,22.26,False,Riskli
INV001418,CU0196,2025-01-09,P128,4,19.36,False,Riskli
INV001418,CU0196,2025-01-09,P154,1,177.75,False,Riskli
INV001296,CU0178,2025-01-09,P076,5,27.65,False,Sadik
INV001296,CU0178,2025-01-09,P028,5,21.28,False,Sadik
INV001296,CU0178,2025-01-09,P077,2,51.37,False,Sadik
INV001296,CU0178,2025-01-09,P108,2,53.62,False,Sadik
CINV000642,CU0088,2025-01-09,P055,-3,114.67,True,Riskli
CINV002458,CU0318,2025-01-09,P079,-3,15.21,True,Uykuda
INV001275,CU0176,2025-01-09,P033,2,275.45,False,Sampiyon
