age,monthly_income,monthly_transactions,average_basket,engagement_score,channel,region,membership
18.0,27609.728,6,320.969,63.309,Mobile,Ic_Anadolu,Standard
45.908,31262.249,9,461.915,73.14,Mobile,Ege,Standard
44.159,40095.89,6,614.594,55.892,Web,Ege,Silver
26.908,25421.544,9,457.206,65.806,Web,Marmara,Standard
60.845,17938.904,10,354.299,68.002,Web,Marmara,Silver
26.336,23371.556,5,575.53,49.625,Mobile,Ic_Anadolu,Standard
21.328,51520.061,5,605.355,63.009,Mobile,Ic_Anadolu,Standard
19.878,65472.039,9,681.39,55.762,Mobile,Akdeniz,Standard
40.086,39844.121,8,529.871,71.587,Web,Marmara,Standard
43.517,21066.079,12,410.853,77.288,Store,Ic_Anadolu,Standard
44.651,39323.62,7,651.836,54.226,Mobile,Ege,Gold
36.089,40132.091,5,350.57,60.83,Mobile,Akdeniz,Silver
30.861,40794.123,7,558.351,77.014,Mobile,Ege,Silver
49.07,66870.236,8,479.181,76.224,Web,Ege,Standard
29.927,51793.123,13,580.67,52.395,Store,Marmara,Standard
26.492,56072.272,14,497.417,63.681,Mobile,Marmara,Silver
55.214,26639.78,6,275.197,53.302,Web,Marmara,Standard
41.753,30926.689,10,574.824,76.224,Web,Marmara,Standard
44.984,35106.241,9,475.819,57.715,Mobile,Akdeniz,Standard
46.684,47457.256,13,485.933,50.294,Web,Akdeniz,Gold
33.51,34438.988,12,444.975,53.156,Web,Ic_Anadolu,Silver
33.939,46006.973,12,521.783,54.014,Store,Ege,Silver
46.846,51612.063,9,354.514,57.662,Mobile,Ege,Standard
33.011,40492.0,9,474.05,62.649,Web,Marmara,Gold
43.496,70751.016,10,530.427,86.682,Mobile,Akdeniz,Silver
38.816,32095.194,4,495.843,68.732,Mobile,Akdeniz,Silver
26.663,45385.153,13,429.098,58.898,Mobile,Marmara,Standard
50.43,25568.62,15,398.157,74.93,Web,Marmara,Standard
25.617,35148.688,10,509.321,54.2,Web,Ege,Standard
42.363,48268.922,12,456.127,88.273,Web,Ege,Standard
40.537,64720.395,8,500.285,83.123,Mobile,Ic_Anadolu,Standard
53.733,38515.908,10,439.993,58.265,Mobile,Marmara,Standard
27.484,57746.495,12,612.152,69.834,Mobile,Marmara,Standard
33.825,69017.23,10,677.96,40.082,Mobile,Akdeniz,Standard
38.697,34885.238,14,430.414,57.118,Mobile,Ic_Anadolu,Standard
41.789,56816.816,8,310.194,72.237,Mobile,Ic_Anadolu,Standard
49.353,61740.099,17,469.323,66.457,Web,Ic_Anadolu,Gold
43.222,32409.577,10,498.452,50.731,Web,Marmara,Standard
40.073,46664.639,10,537.956,38.97,Store,Ic_Anadolu,Standard
51.112,17392.518,7,286.115,62.368,Web,Marmara,Standard
62.857,16577.414,10,298.928,75.642,Web,Marmara,Silver
24.889,21971.108,14,491.539,61.349,Mobile,Marmara,Silver
39.737,39053.062,8,408.773,49.687,Mobile,Marmara,Standard
48.156,45144.298,12,455.857,72.397,Store,Ege,Silver
40.743,17508.783,9,249.59,75.32,Store,Ege,Standard
55.581,31701.725,11,684.272,57.772,Web,Marmara,Standard
36.124,32597.67,10,369.023,62.263,Store,Marmara,Silver
28.646,21419.47,15,361.862,79.041,Web,Akdeniz,Standard
49.376,30494.814,10,571.929,64.53,Mobile,Ege,Standard
18.0,50837.144,9,530.572,73.744,Web,Ic_Anadolu,Standard
34.567,34605.688,13,403.425,63.826,Web,Ic_Anadolu,Standard
65.827,50389.202,11,322.098,68.091,Web,Akdeniz,Silver
40.089,47315.782,9,480.804,72.66,Mobile,Akdeniz,Silver
43.735,43090.414,7,459.569,58.011,Mobile,Marmara,Standard
29.332,33109.593,14,470.827,70.176,Web,Akdeniz,Standard
39.545,39129.912,7,491.063,65.727,Mobile,Marmara,Standard
38.236,23343.978,9,451.196,56.114,Web,Akdeniz,Standard
60.242,55739.187,7,645.422,62.65,Web,Marmara,Standard
28.689,69116.038,12,603.605,67.297,Web,Akdeniz,Standard
18.0,21632.926,10,399.311,68.913,Mobile,Ic_Anadolu,Standard
44.273,22448.299,4,194.66,52.268,Store,Marmara,Standard
56.85,34171.189,9,425.268,49.431,Mobile,Ege,Standard
32.225,21088.671,10,514.499,46.513,Mobile,Ic_Anadolu,Standard
19.741,42827.331,6,586.454,54.06,Mobile,Ege,Standard
27.999,21454.276,13,462.725,42.516,Web,Ege,Silver
44.569,83849.756,12,606.512,61.327,Mobile,Marmara,Standard
33.615,72592.658,10,773.761,58.319,Web,Ic_Anadolu,Standard
40.266,45244.499,6,332.425,77.9,Mobile,Ic_Anadolu,Standard
18.0,28669.732,12,295.044,54.315,Mobile,Marmara,Gold
34.076,54763.115,5,512.562,79.454,Mobile,Marmara,Silver
48.471,29578.967,9,330.35,65.958,Web,Marmara,Standard
36.889,24182.832,11,402.944,69.398,Mobile,Akdeniz,Standard
28.536,16284.849,8,320.999,64.377,Mobile,Marmara,Standard
51.371,24719.412,2,353.385,50.849,Mobile,Ic_Anadolu,Standard
50.657,62168.683,10,559.784,54.463,Mobile,Akdeniz,Standard
34.681,60419.897,12,553.749,79.055,Store,Ic_Anadolu,Gold
31.64,43467.922,13,465.184,59.79,Mobile,Akdeniz,Standard
53.859,34204.222,6,440.621,31.715,Mobile,Ege,Silver
33.751,19651.712,6,403.528,37.968,Store,Marmara,Standard
38.003,27388.987,8,447.2,54.94,Web,Ege,Standard
59.611,28450.986,6,406.518,66.73,Web,Marmara,Standard
41.855,32181.047,7,422.679,66.397,Web,Akdeniz,Standard
34.35,24184.452,13,439.273,74.937,Mobile,Marmara,Silver
18.059,45226.522,10,217.246,63.72,Web,Marmara,Standard
40.189,26359.981,7,363.237,57.57,Mobile,Ege,Silver
38.848,27522.285,12,573.251,51.006,Mobile,Marmara,Standard
32.938,43302.452,8,579.634,65.989,Web,Marmara,Standard
49.981,40946.627,8,443.541,66.378,Web,Ege,Silver
25.594,52512.252,12,722.129,67.889,Web,Marmara,Standard
22.388,25612.43,9,341.991,57.273,Mobile,Marmara,Standard
31.13,47931.546,16,602.169,75.886,Web,Akdeniz,Standard
39.201,18042.663,9,537.21,51.636,Web,Marmara,Silver
22.971,31135.003,8,291.458,37.319,Mobile,Marmara,Silver
26.505,22899.102,7,322.308,57.954,Web,Akdeniz,Standard
30.141,32272.053,13,509.123,66.921,Mobile,Marmara,Gold
38.797,56984.544,13,521.574,75.0,Web,Marmara,Standard
31.328,14433.356,8,299.52,66.751,Store,Marmara,Standard
49.771,56855.107,11,729.178,77.294,Mobile,Ege,Standard
18.0,55070.167,12,583.346,75.638,Store,Marmara,Silver
43.327,28951.342,7,503.103,73.867,Mobile,Akdeniz,Standard
32.29,24873.384,7,438.443,58.277,Store,Ege,Silver
43.905,38391.827,10,523.211,60.843,Mobile,Ege,Silver
60.518,16674.147,7,450.672,68.113,Mobile,Ic_Anadolu,Standard
38.005,57388.49,5,687.889,32.174,Mobile,Ic_Anadolu,Silver
40.934,69587.614,9,698.677,59.779,Web,Marmara,Silver
47.962,25426.175,6,323.373,43.854,Mobile,Marmara,Standard
24.171,27577.596,11,481.874,63.854,Web,Marmara,Standard
46.052,43362.825,14,521.836,72.858,Mobile,Marmara,Standard
47.746,25205.7,8,303.821,66.536,Mobile,Akdeniz,Standard
37.286,26438.213,13,534.329,60.333,Store,Akdeniz,Standard
45.974,45742.549,11,474.327,52.157,Web,Ege,Standard
40.206,33945.299,8,414.111,70.286,Web,Marmara,Standard
30.4,44534.506,9,461.829,66.485,Mobile,Ic_Anadolu,Silver
24.336,60434.361,10,708.019,66.793,Mobile,Marmara,Silver
49.589,24582.398,8,392.114,48.863,Store,Marmara,Standard
58.386,37318.884,7,548.598,46.811,Web,Marmara,Silver
30.155,21967.468,9,425.954,60.431,Mobile,Ic_Anadolu,Silver
42.862,50441.501,10,488.991,61.665,Mobile,Ege,Standard
25.465,32759.061,8,422.452,52.466,Web,Marmara,Standard
33.652,36983.541,6,511.798,71.085,Mobile,Marmara,Standard
33.381,58977.844,10,483.681,65.902,Web,Akdeniz,Standard
26.308,19476.618,7,360.337,61.288,Web,Marmara,Silver
38.03,39415.729,13,495.898,70.634,Web,Ege,Gold
49.767,22482.706,4,368.85,67.265,Mobile,Marmara,Silver
45.031,41603.304,9,406.861,63.02,Mobile,Marmara,Silver
33.194,16809.014,9,435.312,75.574,Mobile,Ege,Standard
54.537,28742.616,10,366.04,63.474,Web,Akdeniz,Standard
41.309,28990.847,7,411.569,63.109,Web,Akdeniz,Silver
58.737,54531.248,8,641.861,49.316,Web,Ege,Standard
24.559,40081.552,12,224.51,59.391,Mobile,Marmara,Standard
72.135,21699.806,9,381.136,78.024,Web,Ic_Anadolu,Gold
37.01,26334.604,7,495.017,65.733,Mobile,Ic_Anadolu,Silver
25.952,51847.714,11,495.452,66.428,Mobile,Ic_Anadolu,Standard
27.234,30259.992,16,417.551,76.048,Mobile,Ic_Anadolu,Standard
49.235,37009.815,8,499.388,55.416,Mobile,Marmara,Standard
48.937,28438.117,11,405.6,69.156,Mobile,Ege,Gold
47.923,47987.492,7,604.383,54.094,Web,Marmara,Gold
45.687,51712.832,8,379.885,30.273,Mobile,Marmara,Silver
26.596,80231.361,11,773.642,66.466,Mobile,Ege,Standard
37.42,26699.976,8,544.662,56.444,Web,Marmara,Standard
18.0,26759.965,6,383.657,67.161,Mobile,Ege,Silver
29.398,36436.078,12,441.284,57.457,Mobile,Marmara,Silver
46.401,29617.816,13,492.764,56.437,Web,Ic_Anadolu,Silver
18.378,18799.567,15,422.056,64.958,Mobile,Ic_Anadolu,Silver
65.19,48668.036,7,429.729,71.93,Mobile,Ic_Anadolu,Standard
53.016,52326.206,9,412.083,53.81,Mobile,Ege,Silver
26.499,19727.933,13,392.282,51.799,Mobile,Marmara,Standard
47.093,28619.083,11,648.903,79.527,Mobile,Ic_Anadolu,Silver
45.251,53435.072,8,681.816,54.182,Store,Ic_Anadolu,Silver
37.622,14979.412,5,287.068,72.656,Web,Ic_Anadolu,Silver
45.645,36257.103,13,450.817,78.063,Web,Marmara,Silver
36.233,36933.994,10,464.9,50.059,Mobile,Ic_Anadolu,Standard
38.971,27234.107,13,462.698,76.974,Web,Marmara,Gold
45.246,39018.915,13,366.397,52.976,Web,Ege,Gold
44.526,40876.417,8,380.4,79.161,Web,Ege,Silver
43.006,19825.709,14,387.981,75.203,Web,Marmara,Silver
43.239,51005.047,8,493.306,54.925,Web,Akdeniz,Standard
50.118,31680.243,10,494.44,64.0,Mobile,Akdeniz,Standard
48.195,61023.344,6,587.619,65.765,Mobile,Marmara,Standard
26.531,20125.643,15,555.639,65.639,Store,Ic_Anadolu,Standard
31.283,28547.448,12,381.164,70.027,Mobile,Ege,Standard
55.728,25517.362,10,515.422,46.589,Mobile,Marmara,Standard
56.863,27384.857,18,589.139,83.914,Mobile,Ege,Silver
45.823,79225.709,12,750.491,62.964,Web,Akdeniz,Standard
36.697,29132.883,14,250.16,71.353,Mobile,Marmara,Silver
48.767,34183.918,12,277.896,74.775,Web,Ic_Anadolu,Standard
47.253,32588.46,13,537.501,55.604,Mobile,Ic_Anadolu,Standard
22.749,28231.522,7,531.683,71.008,Web,Ic_Anadolu,Standard
40.527,26840.853,9,358.985,66.621,Web,Ic_Anadolu,Gold
24.381,44458.522,7,213.57,58.737,Store,Marmara,Silver
34.735,25741.852,12,377.449,76.263,Web,Ic_Anadolu,Silver
40.147,39680.943,12,447.598,79.931,Mobile,Ege,Standard
58.724,43864.536,9,424.915,56.448,Mobile,Marmara,Standard
18.0,31380.673,14,335.188,64.089,Mobile,Marmara,Standard
35.88,38448.238,11,653.147,52.015,Web,Marmara,Standard
47.307,25422.073,12,488.328,63.859,Web,Akdeniz,Gold
47.141,32430.366,5,597.242,35.966,Web,Marmara,Silver
49.161,18260.67,2,401.018,58.927,Mobile,Marmara,Silver
28.87,24554.978,8,576.323,61.293,Mobile,Ege,Silver
38.379,37782.553,6,545.939,70.089,Mobile,Marmara,Silver
34.712,58541.598,5,522.163,64.902,Web,Akdeniz,Standard
54.213,41865.363,11,366.498,63.618,Store,Marmara,Standard
38.284,40759.094,4,351.073,63.806,Mobile,Ic_Anadolu,Standard
39.999,45851.918,9,486.184,55.495,Mobile,Ege,Silver
41.902,25209.337,9,426.618,78.76,Mobile,Marmara,Standard
25.396,30826.987,12,491.511,61.098,Web,Ege,Gold
45.494,29285.529,9,421.722,80.915,Web,Ege,Silver
27.641,17657.864,3,474.687,42.448,Web,Marmara,Standard
41.815,20328.721,11,539.78,72.505,Store,Ic_Anadolu,Standard
31.82,39622.637,11,489.748,69.959,Store,Marmara,Silver
52.981,53723.259,12,600.917,66.442,Web,Ege,Standard
40.217,39165.557,10,372.325,51.012,Web,Ic_Anadolu,Standard
61.04,22472.671,13,401.246,85.278,Mobile,Marmara,Standard
18.0,49970.987,10,430.523,50.198,Mobile,Ic_Anadolu,Standard
54.896,28263.132,9,439.817,56.158,Web,Ege,Silver
49.26,20579.043,13,202.461,56.328,Web,Marmara,Standard
43.018,43775.12,12,383.323,65.743,Mobile,Marmara,Standard
64.079,44843.811,7,422.622,57.092,Mobile,Ege,Gold
24.091,68730.839,14,659.209,60.86,Web,Akdeniz,Standard
42.138,29573.821,8,416.491,45.178,Mobile,Marmara,Standard
53.519,56536.687,13,569.494,48.47,Mobile,Ege,Standard
46.479,32207.113,16,376.039,63.522,Web,Ic_Anadolu,Standard
35.636,42532.304,8,562.027,67.292,Mobile,Ic_Anadolu,Standard
46.927,64380.243,13,577.58,62.221,Mobile,Ege,Standard
35.233,40513.698,12,506.692,47.057,Mobile,Ege,Standard
36.052,48461.261,14,534.964,65.003,Mobile,Marmara,Standard
32.518,56243.031,11,400.728,79.071,Web,Akdeniz,Standard
51.397,54938.437,13,369.075,71.913,Mobile,Akdeniz,Silver
43.234,27794.665,5,493.14,67.379,Mobile,Marmara,Silver
67.481,63545.558,18,663.932,63.993,Mobile,Ege,Standard
49.116,32885.21,5,627.923,44.962,Web,Marmara,Standard
23.482,27042.559,13,446.569,60.777,Store,Marmara,Standard
48.628,35289.751,10,608.575,57.815,Store,Marmara,Gold
27.823,70395.478,10,531.215,80.927,Mobile,Ic_Anadolu,Standard
36.762,27421.598,14,358.351,56.41,Web,Marmara,Standard
41.352,48228.877,9,714.296,70.866,Mobile,Marmara,Standard
27.806,31100.985,13,441.661,73.316,Web,Ege,Silver
34.241,82448.743,8,695.55,56.856,Web,Akdeniz,Silver
32.388,20173.913,8,309.22,57.797,Mobile,Marmara,Standard
41.35,20681.313,6,444.465,47.552,Mobile,Marmara,Silver
38.991,19675.173,7,492.82,67.091,Mobile,Ic_Anadolu,Standard
38.654,31829.81,12,493.353,54.745,Mobile,Ege,Standard
58.57,39866.433,11,527.154,58.067,Mobile,Ege,Silver
45.767,20458.682,9,538.638,63.376,Mobile,Marmara,Silver
44.563,15689.889,8,342.483,52.661,Store,Akdeniz,Standard
51.87,28239.791,3,548.805,67.964,Web,Marmara,Standard
60.285,53655.115,9,440.82,60.145,Mobile,Ic_Anadolu,Standard
55.181,16478.044,13,385.966,74.566,Store,Ege,Standard
28.194,24279.637,7,408.237,70.876,Web,Ic_Anadolu,Standard
45.609,50031.483,9,505.371,62.497,Mobile,Akdeniz,Standard
48.312,31618.164,4,552.374,52.068,Mobile,Akdeniz,Silver
50.401,35340.423,8,497.39,56.787,Mobile,Marmara,Silver
38.248,20294.068,12,339.742,63.606,Mobile,Marmara,Standard
40.592,38509.046,8,243.268,61.304,Mobile,Marmara,Silver
30.052,38759.523,8,596.72,70.173,Web,Ege,Standard
35.746,47723.039,12,562.179,57.089,Mobile,Marmara,Silver
26.969,47461.939,10,415.055,61.446,Mobile,Ege,Silver
53.814,33095.782,10,305.458,67.055,Web,Marmara,Standard
34.086,44128.437,8,379.422,51.274,Store,Ic_Anadolu,Silver
29.54,21279.923,8,297.594,70.812,Mobile,Marmara,Standard
43.049,28908.001,17,543.351,65.846,Web,Akdeniz,Standard
40.975,45138.332,11,580.792,64.867,Mobile,Ege,Silver
32.251,17047.629,15,422.164,67.993,Store,Marmara,Standard
43.943,21332.464,7,249.937,65.389,Web,Ege,Standard
32.912,26555.871,8,441.57,65.957,Mobile,Marmara,Standard
45.41,42330.882,11,468.969,57.702,Mobile,Ic_Anadolu,Standard
39.503,40362.243,18,499.982,67.648,Mobile,Marmara,Standard
42.191,22754.145,9,346.76,71.547,Mobile,Akdeniz,Standard
35.608,36351.42,14,543.016,59.465,Mobile,Ege,Standard
32.436,55324.058,4,738.893,53.293,Mobile,Marmara,Silver
42.606,55863.386,9,549.992,75.913,Store,Ic_Anadolu,Standard
22.517,17364.089,13,394.101,66.082,Web,Marmara,Standard
55.032,29001.897,10,628.012,74.767,Mobile,Marmara,Standard
34.787,49691.696,11,518.592,75.14,Store,Marmara,Standard
62.643,53513.052,9,449.393,63.991,Web,Ic_Anadolu,Standard
47.19,29762.632,13,403.025,63.763,Mobile,Ege,Standard
38.777,30468.365,13,418.927,42.589,Web,Akdeniz,Standard
33.168,46929.402,7,367.81,60.837,Mobile,Akdeniz,Standard
45.511,63623.768,10,503.521,55.215,Store,Ic_Anadolu,Standard
44.891,28780.635,12,276.725,61.683,Mobile,Marmara,Standard
44.542,19532.29,12,476.253,60.117,Mobile,Marmara,Standard
49.036,29829.482,11,372.44,70.835,Web,Marmara,Silver
41.128,46131.485,5,393.78,60.422,Mobile,Marmara,Standard
52.395,13845.326,6,367.969,53.596,Mobile,Marmara,Silver
31.361,23582.139,10,379.907,67.97,Mobile,Ic_Anadolu,Standard
37.562,39968.533,7,497.041,88.11,Mobile,Ic_Anadolu,Silver
46.615,25162.433,8,350.052,65.99,Mobile,Ic_Anadolu,Standard
31.22,30877.645,13,544.657,60.908,Web,Marmara,Silver
40.277,37561.279,7,454.642,76.326,Mobile,Marmara,Standard
56.685,34137.114,13,538.586,39.792,Mobile,Marmara,Standard
40.963,30701.593,8,431.082,50.23,Mobile,Akdeniz,Standard
34.635,26763.825,15,597.48,66.014,Store,Ic_Anadolu,Standard
52.223,51579.082,6,613.569,51.557,Mobile,Marmara,Standard
27.304,55429.886,13,536.127,65.729,Mobile,Marmara,Standard
36.153,54627.009,14,610.588,71.062,Web,Akdeniz,Standard
51.524,52840.144,7,524.279,76.413,Mobile,Akdeniz,Standard
31.329,52160.338,10,517.497,68.556,Mobile,Ic_Anadolu,Standard
42.636,25839.805,7,276.742,62.163,Web,Ic_Anadolu,Silver
39.032,34069.721,9,436.477,48.787,Web,Ic_Anadolu,Standard
57.041,73260.776,7,475.123,44.509,Mobile,Ege,Gold
24.159,20771.019,8,354.778,63.145,Mobile,Ic_Anadolu,Standard
33.844,24256.767,15,368.406,69.98,Web,Akdeniz,Standard
36.226,32713.138,12,478.054,71.927,Web,Ic_Anadolu,Standard
43.911,27696.249,15,546.31,80.384,Mobile,Marmara,Gold
45.871,54705.591,9,590.973,60.13,Web,Marmara,Standard
44.458,29362.267,7,513.545,65.645,Web,Marmara,Silver
55.411,27177.267,9,314.135,63.213,Mobile,Marmara,Standard
47.192,23845.079,10,521.618,60.846,Mobile,Marmara,Standard
25.71,31514.461,11,490.416,83.405,Web,Ege,Standard
23.904,29328.587,13,435.66,61.982,Web,Ege,Standard
33.888,31488.928,12,383.662,75.129,Store,Marmara,Standard
34.018,32470.441,13,425.843,61.945,Mobile,Akdeniz,Silver
34.995,33449.17,12,432.96,70.429,Web,Ic_Anadolu,Gold
51.336,40899.033,10,619.675,74.91,Mobile,Ege,Silver
32.857,29452.966,16,322.191,87.753,Mobile,Ic_Anadolu,Standard
52.0,60106.404,6,482.835,69.995,Web,Ic_Anadolu,Standard
52.436,25583.148,9,352.897,73.626,Web,Marmara,Silver
40.143,50186.788,11,510.278,54.571,Mobile,Akdeniz,Standard
34.067,41358.868,13,559.203,42.915,Web,Marmara,Standard
53.969,34828.798,11,347.171,70.514,Mobile,Akdeniz,Standard
30.497,29361.575,10,458.813,62.533,Web,Ic_Anadolu,Standard
45.068,30492.353,11,460.038,49.465,Web,Ic_Anadolu,Standard
42.798,35791.343,11,413.656,49.719,Web,Ic_Anadolu,Standard
54.072,66752.033,11,411.632,53.032,Web,Ege,Silver
43.747,56334.895,7,745.902,82.287,Web,Ic_Anadolu,Gold
40.033,22737.23,9,293.061,54.879,Mobile,Ic_Anadolu,Standard
51.407,47615.709,12,442.479,55.336,Web,Marmara,Standard
35.619,29264.143,10,483.483,80.022,Web,Akdeniz,Standard
45.986,34958.441,12,329.83,66.177,Mobile,Marmara,Silver
41.26,53832.18,8,542.869,51.065,Mobile,Ege,Standard
40.183,30603.49,9,521.721,60.684,Web,Akdeniz,Standard
23.493,40806.749,8,435.786,51.574,Mobile,Marmara,Silver
39.754,46813.752,11,541.705,51.413,Web,Marmara,Standard
28.681,29988.433,7,326.442,76.792,Mobile,Marmara,Standard
45.63,23648.288,10,351.05,76.076,Mobile,Ic_Anadolu,Standard
65.867,37866.34,10,619.546,62.581,Mobile,Ic_Anadolu,Standard
37.313,33183.805,8,425.779,56.41,Mobile,Ic_Anadolu,Standard
49.881,23291.856,5,275.913,62.106,Mobile,Marmara,Gold
50.896,61356.027,10,573.614,54.674,Web,Marmara,Standard
27.128,75003.307,11,637.436,57.501,Web,Ege,Standard
47.589,49242.3,7,573.534,73.798,Mobile,Akdeniz,Silver
36.333,21695.353,12,382.174,72.838,Web,Ege,Silver
34.962,57644.142,11,523.473,63.95,Mobile,Marmara,Standard
48.825,33041.565,12,382.612,62.847,Mobile,Ege,Standard
33.685,26535.265,8,394.401,56.933,Mobile,Marmara,Silver
34.206,23348.19,9,296.199,68.606,Store,Ege,Standard
48.138,42657.656,9,333.045,70.06,Web,Ic_Anadolu,Standard
53.988,53641.592,13,648.858,47.335,Mobile,Ic_Anadolu,Standard
40.532,31684.877,9,443.805,55.797,Mobile,Akdeniz,Standard
47.14,66230.644,7,466.904,69.336,Web,Marmara,Silver
24.197,20006.337,6,443.55,59.272,Web,Marmara,Silver
38.683,20618.24,10,483.676,71.449,Store,Marmara,Silver
44.716,33802.978,5,663.154,56.869,Mobile,Marmara,Gold
30.526,58251.335,13,460.054,75.493,Mobile,Ic_Anadolu,Gold
46.89,32374.523,7,180.492,67.903,Store,Ic_Anadolu,Standard
42.903,28649.315,9,379.475,56.742,Mobile,Marmara,Standard
42.945,40796.471,11,527.211,67.178,Web,Marmara,Silver
52.835,42831.843,9,494.737,58.225,Web,Ic_Anadolu,Standard
53.721,25089.671,9,465.306,73.594,Web,Ege,Standard
26.431,24263.169,13,462.661,79.582,Store,Akdeniz,Standard
32.592,30417.267,5,386.589,84.191,Mobile,Marmara,Standard
45.722,46210.705,6,438.731,40.736,Store,Marmara,Standard
36.488,25376.1,13,433.161,59.24,Mobile,Ic_Anadolu,Silver
61.692,43974.88,5,540.936,67.021,Web,Akdeniz,Standard
51.964,40933.2,12,422.933,56.825,Web,Marmara,Standard
30.773,53633.188,5,503.252,47.256,Mobile,Ic_Anadolu,Standard
31.484,32163.99,7,294.394,70.353,Mobile,Ic_Anadolu,Silver
25.88,43956.408,11,474.631,65.081,Mobile,Marmara,Silver
43.885,29912.935,11,418.628,64.046,Web,Ic_Anadolu,Gold
33.142,24563.016,7,542.643,63.56,Mobile,Marmara,Silver
32.366,32456.669,14,498.974,60.635,Mobile,Ege,Standard
25.881,74134.763,10,480.966,35.205,Web,Akdeniz,Standard
49.587,20461.172,9,536.609,65.452,Store,Ege,Silver
31.583,31977.894,13,528.197,74.731,Store,Ic_Anadolu,Standard
29.836,35309.225,9,435.516,61.619,Mobile,Marmara,Standard
19.049,38239.067,9,597.661,67.564,Mobile,Marmara,Standard
44.252,54943.792,9,533.844,73.26,Mobile,Marmara,Silver
42.335,37207.696,15,409.731,64.002,Mobile,Akdeniz,Standard
47.844,35647.865,11,444.574,82.283,Mobile,Akdeniz,Standard
55.591,41284.857,14,535.369,58.033,Mobile,Akdeniz,Standard
42.078,36326.21,12,297.658,68.075,Store,Ege,Standard
36.012,47356.08,9,748.722,60.359,Web,Marmara,Standard
22.158,43327.985,10,317.799,78.959,Mobile,Ic_Anadolu,Standard
40.984,34478.051,12,457.157,61.428,Web,Akdeniz,Silver
43.678,53490.969,8,280.667,84.964,Web,Marmara,Silver
42.627,78073.043,8,633.552,56.714,Mobile,Ic_Anadolu,Standard
18.379,29577.558,16,232.787,70.316,Web,Ege,Standard
53.39,31010.639,8,565.796,61.27,Mobile,Ege,Standard
46.633,30095.815,5,298.289,69.617,Mobile,Ic_Anadolu,Standard
35.511,19179.893,14,184.871,68.072,Mobile,Marmara,Standard
36.674,42126.928,11,512.46,62.078,Mobile,Ege,Standard
18.677,25515.116,11,267.828,48.54,Mobile,Marmara,Standard
43.354,30418.301,13,391.194,73.366,Mobile,Marmara,Standard
36.022,19509.199,12,434.885,69.595,Web,Marmara,Standard
27.365,18556.044,9,440.091,67.359,Web,Marmara,Silver
61.517,18491.346,11,417.18,68.644,Mobile,Marmara,Standard
56.794,33711.246,10,139.393,55.447,Web,Ic_Anadolu,Standard
47.763,82232.243,6,838.429,67.811,Mobile,Ic_Anadolu,Gold
39.568,38017.124,11,457.798,64.617,Mobile,Marmara,Standard
26.146,32693.242,19,439.594,71.97,Mobile,Akdeniz,Standard
39.589,28540.469,7,622.159,70.257,Mobile,Marmara,Silver
44.969,33998.884,10,603.752,66.245,Mobile,Ege,Standard
38.608,30235.861,10,444.635,64.905,Mobile,Marmara,Standard
39.412,53468.95,10,554.879,56.339,Mobile,Marmara,Standard
41.854,45797.754,18,604.158,80.366,Web,Ic_Anadolu,Silver
27.22,45519.452,9,399.183,50.45,Mobile,Marmara,Standard
48.827,48894.748,14,547.88,69.289,Mobile,Ege,Standard
50.878,17834.723,10,408.529,51.052,Web,Ic_Anadolu,Standard
